disease	tissue	ancestry	annotation	Coefficient_z-score	p_value	FDR_q
pd	caudate	EA	ANNOT_Q1L2_1	-1.4758419090846284	0.13998633716684616	0.6955085497756288
pd	caudate	EA	ANNOT_Q2L2_1	1.0488770913820311	0.2942346903936821	0.8568944693912413
pd	caudate	EA	ANNOT_Q3L2_1	0.5208930635893252	0.6024412677368634	0.9944689842895087
pd	caudate	EA	ANNOT_Q4L2_1	-1.007114137271081	0.31387992822816235	0.8568944693912413
pd	caudate	EA	ANNOT_Q5L2_1	0.4602769361480993	0.645317453774436	0.9944689842895087
pd	hippocampus	EA	ANNOT_Q1L2_1	-0.323551093015115	0.7462779198148723	0.9944689842895087
pd	hippocampus	EA	ANNOT_Q2L2_1	-0.5207331687308325	0.6025526649110053	0.9944689842895087
pd	hippocampus	EA	ANNOT_Q3L2_1	0.1418945595545194	0.8871632916830681	0.9944689842895087
pd	hippocampus	EA	ANNOT_Q4L2_1	-0.7297699723304051	0.46553080192825624	0.9631671764032887
pd	hippocampus	EA	ANNOT_Q5L2_1	1.1891329453720394	0.23438735589170911	0.7401705975527657
pd	dlpfc	EA	ANNOT_Q1L2_1	1.4763632974006162	0.13984639009325073	0.6955085497756288
pd	dlpfc	EA	ANNOT_Q2L2_1	-0.9575955662332772	0.3382667357813349	0.8824349629078302
pd	dlpfc	EA	ANNOT_Q3L2_1	1.3965810965404035	0.16253957808962483	0.6955085497756288
pd	dlpfc	EA	ANNOT_Q4L2_1	-0.4267163263120246	0.6695859575978163	0.9944689842895087
pd	dlpfc	EA	ANNOT_Q5L2_1	-1.313931681032786	0.18886919615194175	0.7082594855697816
scz	caudate	EA	ANNOT_Q1L2_1	-1.3861960957486008	0.16568703335491763	0.6955085497756288
scz	caudate	EA	ANNOT_Q2L2_1	0.0109751362329179	0.9912432840437488	0.9975044309446472
scz	caudate	EA	ANNOT_Q3L2_1	0.6710753911985218	0.5021725030045148	0.9719467800087381
scz	caudate	EA	ANNOT_Q4L2_1	0.3620726585738144	0.717297734748777	0.9944689842895087
scz	caudate	EA	ANNOT_Q5L2_1	0.1608823827049165	0.8721860381109878	0.9944689842895087
scz	hippocampus	EA	ANNOT_Q1L2_1	-1.359850817433774	0.1738771374439072	0.6955085497756288
scz	hippocampus	EA	ANNOT_Q2L2_1	-2.3343610983255223	0.01957682196499566	0.5873046589498698
scz	hippocampus	EA	ANNOT_Q3L2_1	-0.2706143867005113	0.7866876295886469	0.9944689842895087
scz	hippocampus	EA	ANNOT_Q4L2_1	0.1585655897042943	0.8740111411690181	0.9944689842895087
scz	hippocampus	EA	ANNOT_Q5L2_1	-2.3549841572035017	0.018523495421842284	0.5873046589498698
scz	dlpfc	EA	ANNOT_Q1L2_1	1.20242854633144	0.2291975347048445	0.7401705975527657
scz	dlpfc	EA	ANNOT_Q2L2_1	-1.4061794008940618	0.15967085934523606	0.6955085497756288
scz	dlpfc	EA	ANNOT_Q3L2_1	-2.0197102159689524	0.04341345480679104	0.6512018221018656
scz	dlpfc	EA	ANNOT_Q4L2_1	-0.0031277370773525	0.9975044309446472	0.9975044309446472
scz	dlpfc	EA	ANNOT_Q5L2_1	0.0484971720780783	0.9613200181465251	0.9944689842895087
ad	caudate	EA	ANNOT_Q1L2_1	-1.8641810232395315	0.06229628736003212	0.6955085497756288
ad	caudate	EA	ANNOT_Q2L2_1	0.8895055296408326	0.3737314527289315	0.8969554865494356
ad	caudate	EA	ANNOT_Q3L2_1	-0.805387772129462	0.4205959457706263	0.9631671764032887
ad	caudate	EA	ANNOT_Q4L2_1	0.1366295776235041	0.891323596174102	0.9944689842895087
ad	caudate	EA	ANNOT_Q5L2_1	-0.3552821215512563	0.7223782478812089	0.9944689842895087
ad	hippocampus	EA	ANNOT_Q1L2_1	0.0636169075513504	0.9492752687331825	0.9944689842895087
ad	hippocampus	EA	ANNOT_Q2L2_1	-0.1733519102436261	0.8623748228039505	0.9944689842895087
ad	hippocampus	EA	ANNOT_Q3L2_1	-1.0064593866266986	0.31419463877678844	0.8568944693912413
ad	hippocampus	EA	ANNOT_Q4L2_1	0.7437344326152933	0.4570371540172269	0.9631671764032887
ad	hippocampus	EA	ANNOT_Q5L2_1	-0.4531396851547945	0.6504481605069818	0.9944689842895087
ad	dlpfc	EA	ANNOT_Q1L2_1	0.1639690410575603	0.8697555155707521	0.9944689842895087
ad	dlpfc	EA	ANNOT_Q2L2_1	-0.1271015154941652	0.8988600520010004	0.9944689842895087
ad	dlpfc	EA	ANNOT_Q3L2_1	0.2439177620299589	0.8072945124806921	0.9944689842895087
ad	dlpfc	EA	ANNOT_Q4L2_1	-1.5281119762748314	0.12648473845450336	0.6955085497756288
ad	dlpfc	EA	ANNOT_Q5L2_1	-0.4121239275181924	0.6802485915629664	0.9944689842895087
smoking	caudate	EA	ANNOT_Q1L2_1	-2.151755320796556	0.03141663050124599	0.6283326100249198
smoking	caudate	EA	ANNOT_Q2L2_1	0.4897146871709354	0.6243358073622203	0.9944689842895087
smoking	caudate	EA	ANNOT_Q3L2_1	0.8941004361539056	0.37126815597315366	0.8969554865494356
smoking	caudate	EA	ANNOT_Q4L2_1	-1.6703240660829393	0.09485526417396972	0.6955085497756288
smoking	caudate	EA	ANNOT_Q5L2_1	1.2755917220487378	0.20209988185633132	0.7132937006694047
smoking	hippocampus	EA	ANNOT_Q1L2_1	0.0906157375421378	0.9277979266301606	0.9944689842895087
smoking	hippocampus	EA	ANNOT_Q2L2_1	-0.5915114157633529	0.5541778085252023	0.9944689842895087
smoking	hippocampus	EA	ANNOT_Q3L2_1	-0.4083881224746836	0.682988752066144	0.9944689842895087
smoking	hippocampus	EA	ANNOT_Q4L2_1	-0.0487280916855294	0.9611359885341637	0.9944689842895087
smoking	hippocampus	EA	ANNOT_Q5L2_1	-0.7322039960580322	0.46404406566546896	0.9631671764032887
smoking	dlpfc	EA	ANNOT_Q1L2_1	0.6163315020178439	0.5376757516595072	0.9944689842895087
smoking	dlpfc	EA	ANNOT_Q2L2_1	-1.780518792687729	0.07499109658711922	0.6955085497756288
smoking	dlpfc	EA	ANNOT_Q3L2_1	-0.6968898325695428	0.48587174120556065	0.9717434824111213
smoking	dlpfc	EA	ANNOT_Q4L2_1	-1.6926017154648758	0.09053130433300782	0.6955085497756288
smoking	dlpfc	EA	ANNOT_Q5L2_1	-0.2258334412341803	0.821330966538935	0.9944689842895087
